Uuid,Void/Retire,Same as mappings,Fully specified name:en,Fully specified name:fr,Short name:en,Short name:fr,Description:en,Description:km,Data class,Data type,Complex data handler,Answers,Members,Allow decimals,Units,Normal low,Normal high,Absolute low,Absolute high,_version:1,_order:1000
65bb48cf-001e-42f0-88a6-70a9f710cdb0,,,Arthrodèse du genou,Arthrodèse du genou,Arthrodèse du genou,Arthrodèse du genou,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
4c9bc307-2b68-4b07-97bd-b688e903c334,,,Arthrodèse du poignet,Arthrodèse du poignet,Arthrodèse du poignet,Arthrodèse du poignet,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
33c24b9e-2d07-4ab3-a59d-ef9eda3c756a,,,Arthrolyse de l'épaule (fermée),Arthrolyse de l'épaule (fermée),Arthrolyse de l'épaule (fermée),Arthrolyse de l'épaule (fermée),,,Orthopedics and Traumatology,Text,,,,,,,,,,,
d2419d93-8b57-4ae9-9415-5b28309f46f2,,,Arthrolyse de l'épaule (ouverte),Arthrolyse de l'épaule (ouverte),Arthrolyse de l'épaule (ouverte),Arthrolyse de l'épaule (ouverte),,,Orthopedics and Traumatology,Text,,,,,,,,,,,
cf6539fc-b1ba-435a-a1d6-17e4514ac748,,,Arthrolyse du coude (fermée),Arthrolyse du coude (fermée),Arthrolyse du coude (fermée),Arthrolyse du coude (fermée),,,Orthopedics and Traumatology,Text,,,,,,,,,,,
7053cdb7-7094-4f4c-9c9a-7d8bce497162,,,Arthrolyse du coude (ouverte),Arthrolyse du coude (ouverte),Arthrolyse du coude (ouverte),Arthrolyse du coude (ouverte),,,Orthopedics and Traumatology,Text,,,,,,,,,,,
99727bbd-aa6c-4525-83ff-d5f24d162b69,,,Arthrolyse du genou (fermée),Arthrolyse du genou (fermée),Arthrolyse du genou (fermée),Arthrolyse du genou (fermée),,,Orthopedics and Traumatology,Text,,,,,,,,,,,
bc314c1f-4ab4-4f17-b0c4-269a101ce0c7,,,Arthrolyse du genou (ouverte),Arthrolyse du genou (ouverte),Arthrolyse du genou (ouverte),Arthrolyse du genou (ouverte),,,Orthopedics and Traumatology,Text,,,,,,,,,,,
1db4e233-547e-4b9f-a36b-f12aaa3df0cf,,,Arthrolyse du poignet (fermée),Arthrolyse du poignet (fermée),Arthrolyse du poignet (fermée),Arthrolyse du poignet (fermée),,,Orthopedics and Traumatology,Text,,,,,,,,,,,
84d1c981-63fd-474c-ae3b-931c58865c09,,,Arthrolyse du poignet (ouverte),Arthrolyse du poignet (ouverte),Arthrolyse du poignet (ouverte),Arthrolyse du poignet (ouverte),,,Orthopedics and Traumatology,Text,,,,,,,,,,,
f8816af9-8d5c-40a3-b6df-3c3360d85d6d,,,Arthrolyse inter-phalangienne distale (fermée),Arthrolyse inter-phalangienne distale (fermée),Arthrolyse inter-phalangienne distale (fermée),Arthrolyse inter-phalangienne distale (fermée),,,Orthopedics and Traumatology,Text,,,,,,,,,,,
810b25e2-3f10-428a-ab3c-35c36706c805,,,Arthrolyse inter-phalangienne distale (ouverte),Arthrolyse inter-phalangienne distale (ouverte),Arthrolyse inter-phalangienne distale (ouverte),Arthrolyse inter-phalangienne distale (ouverte),,,Orthopedics and Traumatology,Text,,,,,,,,,,,
5c9279c6-21f5-47eb-8c4a-f970e642bd5e,,,Arthrolyse inter-phalangienne proximale (fermée),Arthrolyse inter-phalangienne proximale (fermée),Arthrolyse inter-phalangienne proximale (fermée),Arthrolyse inter-phalangienne proximale (fermée),,,Orthopedics and Traumatology,Text,,,,,,,,,,,
f89632f2-b520-46f3-bd91-5b6ec21c0a5e,,,Arthrolyse inter-phalangienne proximale (ouverte),Arthrolyse inter-phalangienne proximale (ouverte),Arthrolyse inter-phalangienne proximale (ouverte),Arthrolyse inter-phalangienne proximale (ouverte),,,Orthopedics and Traumatology,Text,,,,,,,,,,,
0d50d17d-550f-42a5-89c2-e808f566a351,,,Arthrolyse Métacarpo-phalangienne (fermée,Arthrolyse Métacarpo-phalangienne (fermée,Arthrolyse Métacarpo-phalangienne (fermée,Arthrolyse Métacarpo-phalangienne (fermée,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
54e9504d-7359-4eb7-9db2-c9f6144166a9,,,Arthrolyse Métacarpo-phalangienne (ouverte),Arthrolyse Métacarpo-phalangienne (ouverte),Arthrolyse Métacarpo-phalangienne (ouverte),Arthrolyse Métacarpo-phalangienne (ouverte),,,Orthopedics and Traumatology,Text,,,,,,,,,,,
93ad8dce-0e09-4110-9474-47bd39781f6b,,,Arthroplastie de Hanche,Arthroplastie de Hanche,Arthroplastie de Hanche,Arthroplastie de Hanche,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
a4f61af8-4550-4144-b8b5-61c5111b12a3,,,Arthroplastie de l'épaule,Arthroplastie de l'épaule,Arthroplastie de l'épaule,Arthroplastie de l'épaule,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
62b7ed83-6a79-47c4-ac92-8a500115351f,,,Arthroplastie du coude,Arthroplastie du coude,Arthroplastie du coude,Arthroplastie du coude,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
1a20ea0e-03cc-437f-8b46-c9600c1874c4,,,Arthroplastie du genou,Arthroplastie du genou,Arthroplastie du genou,Arthroplastie du genou,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
d406065b-b1ee-4ff3-8a39-1b61c7202727,,,Biopsie Exerese / main,Biopsie Exerese / main,Biopsie Exerese / main,Biopsie Exerese / main,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
586591bb-f67e-47b8-a708-76db570f1167,,,Biopsie pied,Biopsie pied,Biopsie pied,Biopsie pied,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
a313fb09-1425-43f7-8a77-544ddaec57e7,,,Buté osseuse de Bankart (Luxation récidivante),Buté osseuse de Bankart (Luxation récidivante),Buté osseuse de Bankart (Luxation récidivante),Buté osseuse de Bankart (Luxation récidivante),,,Orthopedics and Traumatology,Text,,,,,,,,,,,
9043dfdd-2a05-4f53-bd63-a06c07c7f111,,,Carpectomie,Carpectomie,Carpectomie,Carpectomie,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
70aef106-991e-451c-8b0e-fce2b89a1aeb,,,Cerclage Péritendineux,Cerclage Péritendineux,Cerclage Péritendineux,Cerclage Péritendineux,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
57c96d6d-921a-4e54-a920-ea8a2be52d5b,,,"Club foot repair bilateral ","Club foot repair bilateral ","Club foot repair bilateral ","Club foot repair bilateral ",,,Orthopedics and Traumatology,Text,,,,,,,,,,,
9495b189-d15d-45ee-af26-9008448ddc64,,,Club foot repair unilateral,Club foot repair unilateral,Club foot repair unilateral,Club foot repair unilateral,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
953be943-467a-4f13-95b7-f4d94873b8cb,,,Crossleg flap,Crossleg flap,Crossleg flap,Crossleg flap,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
d553d1b7-ec2b-49c9-a5f2-4d9837c935e9,,,Debridement+lavage+parage,Debridement+lavage+parage,Debridement+lavage+parage,Debridement+lavage+parage,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
a7b062c9-5c87-4af6-a68d-e6024b9ec3e8,,,Désarticulation de Chopard,Désarticulation de Chopard,Désarticulation de Chopard,Désarticulation de Chopard,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
cef36522-b321-4984-93e4-e92770326deb,,,Désarticulation de hanche,Désarticulation de hanche,Désarticulation de hanche,Désarticulation de hanche,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
f482e108-ca8d-47b4-bfde-0e4bfd44d7b7,,,Désarticulation de l'épaule,Désarticulation de l'épaule,Désarticulation de l'épaule,Désarticulation de l'épaule,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
7f3df511-2ec2-4c2b-bb6f-a10c8f1230bb,,,Désarticulation de Lisfranc,Désarticulation de Lisfranc,Désarticulation de Lisfranc,Désarticulation de Lisfranc,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
a300fd89-f424-4632-85a5-8252f260c38f,,,Désarticulation du Coude,Désarticulation du Coude,Désarticulation du Coude,Désarticulation du Coude,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
a2cdc219-dda2-472e-a377-b764a8db217a,,,Désarticulation du genou,Désarticulation du genou,Désarticulation du genou,Désarticulation du genou,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
597b981d-1ecd-44da-8203-d91b62d97d92,,,DHS (Hanche),DHS (Hanche),DHS (Hanche),DHS (Hanche),,,Orthopedics and Traumatology,Text,,,,,,,,,,,
30847ace-cb79-4b91-be01-6c7b1f6e039f,,,Doigt surnumeraire infecte,Doigt surnumeraire infecte,Doigt surnumeraire infecte,Doigt surnumeraire infecte,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
88f40468-52ea-4c2d-a892-9297f295604c,,,Droigt a ressaut (Triger finger),Droigt a ressaut (Triger finger),Droigt a ressaut (Triger finger),Droigt a ressaut (Triger finger),,,Orthopedics and Traumatology,Text,,,,,,,,,,,
8244f2f7-ba70-476f-9d60-92a8790d909e,,,"ECM du Femur ","ECM du Femur ","ECM du Femur ","ECM du Femur ",,,Orthopedics and Traumatology,Text,,,,,,,,,,,
410df63f-7e88-4b72-87b5-7db3462ceba1,,,ECM du Tibia,ECM du Tibia,ECM du Tibia,ECM du Tibia,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
70dc9b52-3e51-45d4-9427-9cf1f76717bb,,,Embrochage per cutané,Embrochage per cutané,Embrochage per cutané,Embrochage per cutané,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
2623bfd6-1d45-4ff3-93f5-a86e3eeb0c48,,,Embrochage per cutane fx supra cond. Hum. (enfant),Embrochage per cutane fx supra cond. Hum. (enfant),Embrochage per cutane fx supra cond. Hum. (enfant),Embrochage per cutane fx supra cond. Hum. (enfant),,,Orthopedics and Traumatology,Text,,,,,,,,,,,
dc7ff57f-1194-4198-812a-8fc86ae1e53f,,,Embrochage per-cutanée fx supra condylienne humérus chez l'enfant,Embrochage per-cutanée fx supra condylienne humérus chez l'enfant,Embrochage per-cutanée fx supra condylienne humérus chez l'enfant,Embrochage per-cutanée fx supra condylienne humérus chez l'enfant,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
d4bd0764-6ffb-4c6c-befe-73fe1756f089,,,Embrocharge poignet,Embrocharge poignet,Embrocharge poignet,Embrocharge poignet,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
d7a853e1-d989-44d1-aff2-c77162502209,,,Enlèvement fixateur Externe-En SOP,Enlèvement fixateur Externe-En SOP,Enlèvement fixateur Externe-En SOP,Enlèvement fixateur Externe-En SOP,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
3ddd6df5-5978-448d-93c1-d13ea14f596b,,,Exérèse de la tête fémoral,Exérèse de la tête fémoral,Exérèse de la tête fémoral,Exérèse de la tête fémoral,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
c5c9d0b6-6f75-4d33-8ab9-77a78244c784,,,Exérèse Nodule Face plantaire,Exérèse Nodule Face plantaire,Exérèse Nodule Face plantaire,Exérèse Nodule Face plantaire,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
bd266d16-701b-4006-92a7-20a0fc5fe552,,,Exérèse tête radial,Exérèse tête radial,Exérèse tête radial,Exérèse tête radial,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
e31c4915-e07a-4610-9933-9eba9e1de379,,,Flap des jumeaux,Flap des jumeaux,Flap des jumeaux,Flap des jumeaux,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
49fed095-034e-40e4-96e6-488bb0f25c31,,,Flap du soléaire,Flap du soléaire,Flap du soléaire,Flap du soléaire,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
472c37d7-a8f0-42ea-9f26-f2b4f8d1a278,,,Fracture du bassin,Fracture du bassin,Fracture du bassin,Fracture du bassin,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
823802f1-3d94-486f-9da4-4ad29ce0cdcf,,,Ganglion Cyst Exerese,Ganglion Cyst Exerese,Ganglion Cyst Exerese,Ganglion Cyst Exerese,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
52223d49-f8da-4c4e-815a-a2ec6c4081e7,,,Greffe osseuse,Greffe osseuse,Greffe osseuse,Greffe osseuse,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
63b7fd70-419a-4f37-a91d-2d21592d3b79,,,Groin flap,Groin flap,Groin flap,Groin flap,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
ba79d295-36a7-4503-b8c8-7b980500f1ac,,,Cross-finger flap,Cross-finger flap,Cross-finger flap,Cross-finger flap,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
bd4d9020-9ee8-421c-8e94-bf6f944c3d00,,,Haubannage Rotule,Haubannage Rotule,Haubannage Rotule,Haubannage Rotule,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
8566ff37-280c-4814-a3db-891e6cc3dcb6,,,Lavage et  fixateur externe 2 os de l'avant-bras,Lavage et  fixateur externe 2 os de l'avant-bras,Lavage et  fixateur externe 2 os de l'avant-bras,Lavage et  fixateur externe 2 os de l'avant-bras,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
cf1cfff9-2411-4cc5-91bf-d29bcbfbb8a0,,,Lavage et fixateur externe cheville,Lavage et fixateur externe cheville,Lavage et fixateur externe cheville,Lavage et fixateur externe cheville,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
0fb9a57f-3c72-450a-9c2d-770be5c18804,,,Lavage et fixateur externe femur,Lavage et fixateur externe femur,Lavage et fixateur externe femur,Lavage et fixateur externe femur,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
ca89200d-e3eb-49a0-84fc-11c24772ea4d,,,Lavage et fixateur externe humerus,Lavage et fixateur externe humerus,Lavage et fixateur externe humerus,Lavage et fixateur externe humerus,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
f8bcd75d-4d47-46ef-b532-0f0059169c2d,,,Lavage et fixateur externe tibia,Lavage et fixateur externe tibia,Lavage et fixateur externe tibia,Lavage et fixateur externe tibia,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
a51b261a-2b48-4884-9b37-5d8bb1582be8,,,Ligamentotaxis radius distal,Ligamentotaxis radius distal,Ligamentotaxis radius distal,Ligamentotaxis radius distal,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
7fffd487-2ccd-404f-bcda-de253147dd1a,,,Ligametotaxis Cheville,Ligametotaxis Cheville,Ligametotaxis Cheville,Ligametotaxis Cheville,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
549220f7-31c5-4856-94fa-f940e982d18b,,,Méniscectomie partielle,Méniscectomie partielle,Méniscectomie partielle,Méniscectomie partielle,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
4019c19b-3f92-4951-a814-23c70fa2e198,,,Méniscectomie totale,Méniscectomie totale,Méniscectomie totale,Méniscectomie totale,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
1db45866-4cac-47cf-8e7a-1e7edab26f8b,,,Mise à Plat de cal vicieux Fémur,Mise à Plat de cal vicieux Fémur,Mise à Plat de cal vicieux Fémur,Mise à Plat de cal vicieux Fémur,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
af921c99-c046-4b3f-91fe-5914bf771f12,,,Mise à Plat de cal vicieux Main,Mise à Plat de cal vicieux Main,Mise à Plat de cal vicieux Main,Mise à Plat de cal vicieux Main,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
d2d39bd1-912b-4388-a623-de78083ac601,,,Mise à Plat de cal vicieux Tibia,Mise à Plat de cal vicieux Tibia,Mise à Plat de cal vicieux Tibia,Mise à Plat de cal vicieux Tibia,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
31dff92a-77a8-4eb0-aadd-e49146b7ba98,,,Neurolyse du nerf Médian (Carpal tunnel release),Neurolyse du nerf Médian (Carpal tunnel release),Neurolyse du nerf Médian (Carpal tunnel release),Neurolyse du nerf Médian (Carpal tunnel release),,,Orthopedics and Traumatology,Text,,,,,,,,,,,
a1ebf702-9fe0-4e11-b941-fe2ad250cb6b,,,Neurolyse du nerf sciatique,Neurolyse du nerf sciatique,Neurolyse du nerf sciatique,Neurolyse du nerf sciatique,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
79c483e1-64d8-439d-a84a-5018f2ccbab5,,,Neurolyse du nerf Ulnaire,Neurolyse du nerf Ulnaire,Neurolyse du nerf Ulnaire,Neurolyse du nerf Ulnaire,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
6bcebcd9-affa-44f5-aea1-6399428d7c20,,,Neurorraphie,Neurorraphie,Neurorraphie,Neurorraphie,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
f9d291a7-5395-4aa2-a40d-6028b1fbf55c,,,Ostéotomie correctrice du Fémur,Ostéotomie correctrice du Fémur,Ostéotomie correctrice du Fémur,Ostéotomie correctrice du Fémur,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
7e2ce74c-f7e6-4f8c-96dd-5f5383e73f4e,,,Ostéotomie correctrice du Tibia,Ostéotomie correctrice du Tibia,Ostéotomie correctrice du Tibia,Ostéotomie correctrice du Tibia,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
b91814fd-513d-4703-bac3-08f3be68ffdf,,,Plaque vissee Fémur (Cuisse),Plaque vissee Fémur (Cuisse),Plaque vissee Fémur (Cuisse),Plaque vissee Fémur (Cuisse),,,Orthopedics and Traumatology,Text,,,,,,,,,,,
bb8799b9-da51-456f-995e-20dd3dfe4155,,,Plaque vissee Tibia (Jambre),Plaque vissee Tibia (Jambre),Plaque vissee Tibia (Jambre),Plaque vissee Tibia (Jambre),,,Orthopedics and Traumatology,Text,,,,,,,,,,,
c80120da-830d-4fb3-b7a2-894255875f23,,,Protèse de Hanche,Protèse de Hanche,Protèse de Hanche,Protèse de Hanche,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
9519bda1-a700-4d96-9e42-be23c25127b2,,,Raccourcissement de membre inférieur,Raccourcissement de membre inférieur,Raccourcissement de membre inférieur,Raccourcissement de membre inférieur,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
949d4bf4-04a2-4f8c-aa86-d313ad9690c3,,,Radial forearm flap,Radial forearn flap,Radial forearn flap,Radial forearn flap,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
b3f70af0-3ac2-47ac-95c4-8498de57f6a9,,,Reconstitut. osseuse ( Transport osseuse; Masquelet; Tibialisation du Péroné.),Reconstitut. osseuse ( Transport osseuse; Masquelet; Tibialisation du Péroné.),Reconstitut. osseuse ( Transport osseuse; Masquelet; Tibialisation du Péroné.),Reconstitut. osseuse ( Transport osseuse; Masquelet; Tibialisation du Péroné.),,,Orthopedics and Traumatology,Text,,,,,,,,,,,
5f10589a-06fc-4a20-8451-56ed387ef746,,,Reconstruction du Cotyle,Reconstruction du Cotyle,Reconstruction du Cotyle,Reconstruction du Cotyle,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
7fd2d013-92eb-4010-9cad-f5a5127775dd,,,Reconstruction ligamentaire,Reconstruction ligamentaire,Reconstruction ligamentaire,Reconstruction ligamentaire,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
7f6c525b-3bc9-4f80-b71d-d944099a085b,,,Réduction et embrochage luxation du semi-lunaire,Réduction et embrochage luxation du semi-lunaire,Réduction et embrochage luxation du semi-lunaire,Réduction et embrochage luxation du semi-lunaire,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
f7311a62-156f-40a1-9232-82a2567e01d2,,,Réduction fermée de Luxation de l'Epaule,Réduction fermée de Luxation de l'Epaule,Réduction fermée de Luxation de l'Epaule,Réduction fermée de Luxation de l'Epaule,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
ea138849-91cd-41fb-9c71-7796878fc3f7,,,Réduction fermée de Luxation du coude,Réduction fermée de Luxation du coude,Réduction fermée de Luxation du coude,Réduction fermée de Luxation du coude,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
df8085bc-7d83-47e1-a39c-e11fc3d7c92b,,,Réduction fermée de Luxation Metacarpo-Phalangienne,Réduction fermée de Luxation Metacarpo-Phalangienne,Réduction fermée de Luxation Metacarpo-Phalangienne,Réduction fermée de Luxation Metacarpo-Phalangienne,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
476b2a10-635b-4e44-a7a2-028aa6c269dd,,,Réduction fermée luxation de hanche,Réduction fermée luxation de hanche,Réduction fermée luxation de hanche,Réduction fermée luxation de hanche,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
cea7d3b1-fd94-41c7-b571-ccf710216551,,,Reduction fracture fermée & platre,Reduction fracture fermée & platre,Reduction fracture fermée & platre,Reduction fracture fermée & platre,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
72071b51-5ad7-4b07-ba07-d1d6a67e44c1,,,Reduction fracture fermée & platre Embrochage,Reduction fracture fermée & platre Embrochage,Reduction fracture fermée & platre Embrochage,Reduction fracture fermée & platre Embrochage,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
ae794070-0b67-4b71-858d-c926f8158227,,,Reduction fracture ouverte mbre inférieur,Reduction fracture ouverte mbre inférieur,Reduction fracture ouverte mbre inférieur,Reduction fracture ouverte mbre inférieur,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
c0aa7197-c73d-4b37-bd72-0e50dea5186d,,,Reduction fracture ouverte mbre supérieur,Reduction fracture ouverte mbre supérieur,Reduction fracture ouverte mbre supérieur,Reduction fracture ouverte mbre supérieur,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
f2426dea-8304-49cb-820e-dfa6295b5932,,,Reduction luxation de la hanche,Reduction luxation de la hanche,Reduction luxation de la hanche,Reduction luxation de la hanche,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
4d5dd10a-59da-4b1d-ac3f-06fb139c0937,,,Réduction ouverte de Luxation négligée de l'Epaule,Réduction ouverte de Luxation négligée de l'Epaule,Réduction ouverte de Luxation négligée de l'Epaule,Réduction ouverte de Luxation négligée de l'Epaule,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
1b4360a3-da0d-4a63-9b6a-92d7b1ae14c8,,,Réduction ouverte de Luxation négligée du coude,Réduction ouverte de Luxation négligée du coude,Réduction ouverte de Luxation négligée du coude,Réduction ouverte de Luxation négligée du coude,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
7c23f3a4-19e4-4266-9c50-33bac07147ab,,,Réduction ouverte de Luxation Négligée Metacarpo-Phalangienne,Réduction ouverte de Luxation Négligée Metacarpo-Phalangienne,Réduction ouverte de Luxation Négligée Metacarpo-Phalangienne,Réduction ouverte de Luxation Négligée Metacarpo-Phalangienne,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
acc5fd6f-7cf7-4459-bfc3-d00764a0c25f,,,Réduction ouverte luxation négligée de hanche,Réduction ouverte luxation négligée de hanche,Réduction ouverte luxation négligée de hanche,Réduction ouverte luxation négligée de hanche,,,Orthopedics and Traumatology,Text,,,,,,,,,,,
ce82da78-ac98-49a8-81c8-59977f61f3f4,,,Remise sur tension de Latarjet de l'épaule (luxation récidivante),Remise sur tension de Latarjet de l'épaule (luxation récidivante),Remise sur tension de Latarjet de l'épaule (luxation récidivante),Remise sur tension de Latarjet de l'épaule (luxation récidivante),,,Orthopedics and Traumatology,Text,,,,,,,,,,,
