Uuid,Void/Retire,Same as mappings,Fully specified name:en,Fully specified name:fr,Short name:en,Short name:fr,Description:en,Description:km,Data class,Data type,Complex data handler,Answers,Members,Allow decimals,Units,Normal low,Normal high,Absolute low,Absolute high,_version:1,_order:1000
218f8b35-b4d0-473a-bae3-b43326a5b3f1,,,Chirurgie des dents semi-incluses,Chirurgie des dents semi-incluses,Chirurgie des dents semi-incluses,Chirurgie des dents semi-incluses,,,Maxillofacial,Text,,,,,,,,,,,
ad0a0657-baec-41e2-9638-bf51d68e9f90,,,Chirurgie des petites tumeurs bénignes des tissus mous,Chirurgie des petites tumeurs bénignes des tissus mous,Chirurgie des petites tumeurs bénignes des tissus mous,Chirurgie des petites tumeurs bénignes des tissus mous,,,Maxillofacial,Text,,,,,,,,,,,
15c2b536-8923-47fa-9486-3b36c4f73cd5,,,Chirurgie périapicale,Chirurgie périapicale,Chirurgie périapicale,Chirurgie périapicale,,,Maxillofacial,Text,,,,,,,,,,,
ad1e186b-59e0-44de-8d38-6bbc95df6f13,,,Chirurgie préprothétique,Chirurgie préprothétique,Chirurgie préprothétique,Chirurgie préprothétique,,,Maxillofacial,Text,,,,,,,,,,,
8fbe3366-9b61-4782-929e-e922c7a7bdb5,,,Fracture de Lefort I,Fracture de Lefort I,Fracture de Lefort I,Fracture de Lefort I,,,Maxillofacial,Text,,,,,,,,,,,
7bebe672-17ef-4dc9-8998-4519a738a980,,,Fracture de Lefort II,Fracture de Lefort II,Fracture de Lefort II,Fracture de Lefort II,,,Maxillofacial,Text,,,,,,,,,,,
941f4b5b-74a1-4d98-aaea-b581cb2ac973,,,Fracture de Lefort III,Fracture de Lefort III,Fracture de Lefort III,Fracture de Lefort III,,,Maxillofacial,Text,,,,,,,,,,,
88333bde-fe5f-4d5e-8e2a-1775e7d14166,,,Fracture mandibulaire,Fracture mandibulaire,Fracture mandibulaire,Fracture mandibulaire,,,Maxillofacial,Text,,,,,,,,,,,
d194eaea-f26a-4e2b-9384-03f4b5057b2c,,,Fracture nasale,Fracture nasale,Fracture nasale,Fracture nasale,,,Maxillofacial,Text,,,,,,,,,,,
aa50f047-f4a5-4a88-9f96-c8a7c808420d,,,Fracture zygomatique,Fracture zygomatique,Fracture zygomatique,Fracture zygomatique,,,Maxillofacial,Text,,,,,,,,,,,
ac9f9c72-a6ef-47b5-a8dd-1f4c7e876193,,,Rhinoplastie,Rhinoplastie,Rhinoplastie,Rhinoplastie,,,Maxillofacial,Text,,,,,,,,,,,
874ac10c-ac71-493c-8820-3580d6391e95,,,Tumeur bénigne du tissu mous,Tumeur bénigne du tissu mous,Tumeur bénigne du tissu mous,Tumeur bénigne du tissu mous,,,Maxillofacial,Text,,,,,,,,,,,
eb9ea243-ac26-418e-9cb3-c1df2edc7379,,,Tumeur bénigne du tissu osseux,Tumeur bénigne du tissu osseux,Tumeur bénigne du tissu osseux,Tumeur bénigne du tissu osseux,,,Maxillofacial,Text,,,,,,,,,,,
b87d316c-45ad-4680-a1e2-6ab531e26ebf,,,Tumeur du tissu osseux + tissus mous,Tumeur du tissu osseux + tissus mous,Tumeur du tissu osseux + tissus mous,Tumeur du tissu osseux + tissus mous,,,Maxillofacial,Text,,,,,,,,,,,
a1a4f8af-fb15-4b66-83e3-fd48d566ef41,,,Tumeur maligne de la cavité buccale,Tumeur maligne de la cavité buccale,Tumeur maligne de la cavité buccale,Tumeur maligne de la cavité buccale,,,Maxillofacial,Text,,,,,,,,,,,
