Uuid,Void/Retire,Same as mappings,Fully specified name:en,Fully specified name:fr,Short name:en,Short name:fr,Description:en,Description:km,Data class,Data type,Complex data handler,Answers,Members,Allow decimals,Units,Normal low,Normal high,Absolute low,Absolute high,_version:1,_order:1000
1beb7409-ce98-4a8b-9899-64c9a4c9ad58,,,Pose de platre court/membres inférieurs,Pose de platre court/membres inférieurs,Pose de platre court/membres inférieurs,Pose de platre court/membres inférieurs,,,Procedure,Text,,,,,,,,,,,
6dfc6ff9-93db-47c4-81cc-d580841ded3c,,,Pose de platre court/membres supérieurs,Pose de platre court/membres supérieurs,Pose de platre court/membres supérieurs,Pose de platre court/membres supérieurs,,,Procedure,Text,,,,,,,,,,,
ebddf624-7323-4d70-982e-67ac98722ce5,,,Pose de platre long/membres inférieurs,Pose de platre long/membres inférieurs,Pose de platre long/membres inférieurs,Pose de platre long/membres inférieurs,,,Procedure,Text,,,,,,,,,,,
9c1de0f3-8490-4a78-a66a-cb5c1b714e88,,,Pose de platre long/membres supérieurs,Pose de platre long/membres supérieurs,Pose de platre long/membres supérieurs,Pose de platre long/membres supérieurs,,,Procedure,Text,,,,,,,,,,,
98d6c7bc-27bd-4683-a709-d08a0a791392,,,Prélèvement Pap test,Prélèvement Pap test,Prélèvement Pap test,Prélèvement Pap test,,,Procedure,Text,,,,,,,,,,,
064134c0-a243-4c14-85c1-2ac61ea581c9,,,Ramonage des selles,Ramonage des selles,Ramonage des selles,Ramonage des selles,,,Procedure,Text,,,,,,,,,,,
c7997294-91d9-4826-a47f-ab424b7db45c,,,Table chauffante/par jour,Table chauffante/par jour,Table chauffante/par jour,Table chauffante/par jour,,,Procedure,Text,,,,,,,,,,,
1391f83b-5909-481b-8c25-05f26d0b1604,,,Thoracenthese,Thoracenthese,Thoracenthese,Thoracenthese,,,Procedure,Text,,,,,,,,,,,
2959828d-f751-4aa5-89e0-be841c040885,,,Traction de Burck,Traction de Burck,Traction de Burck,Traction de Burck,,,Procedure,Text,,,,,,,,,,,
4c4f803d-a58d-47a6-ac6a-cdeeddfc7d1d,,,Respirateur artificiel/par jour,Respirateur artificiel/par jour,Respirateur artificiel/par jour,Respirateur artificiel/par jour,,,Procedure,Text,,,,,,,,,,,
